epoch,total,rec,kl,beta
77,263.666197,257.318480,6.347717,1.0000
78,263.630502,257.239769,6.390733,1.0000
79,263.859416,257.485669,6.373747,1.0000
80,263.510449,257.146261,6.364188,1.0000
81,263.318155,256.924260,6.393896,1.0000
82,263.131832,256.710074,6.421758,1.0000
83,263.303153,256.791836,6.511317,1.0000
84,263.561667,257.201684,6.359983,1.0000
85,263.295408,256.846521,6.448888,1.0000
86,263.049352,256.568188,6.481164,1.0000
87,262.877868,256.479492,6.398376,1.0000
88,262.847085,256.355959,6.491126,1.0000
89,262.852361,256.403692,6.448670,1.0000
90,263.379081,256.914961,6.464120,1.0000
91,262.634948,256.136919,6.498029,1.0000
92,262.248138,255.812645,6.435493,1.0000
93,262.437811,255.931913,6.505899,1.0000
94,262.287590,255.810664,6.476927,1.0000
95,262.128046,255.645224,6.482822,1.0000
96,261.715636,255.238106,6.477530,1.0000
97,261.794470,255.184369,6.610101,1.0000
98,262.088574,255.554027,6.534547,1.0000
99,262.160841,255.705239,6.455603,1.0000
100,261.882959,255.349357,6.533602,1.0000
101,261.524432,255.045892,6.478539,1.0000
102,261.496355,254.938231,6.558125,1.0000
103,261.653977,255.052364,6.601614,1.0000
104,261.405719,254.824793,6.580926,1.0000
105,261.080060,254.476826,6.603234,1.0000
106,261.427914,254.811256,6.616658,1.0000
107,261.824446,255.246742,6.577704,1.0000
108,262.052231,255.543207,6.509023,1.0000
109,261.710521,255.128982,6.581539,1.0000
110,261.051411,254.553866,6.497545,1.0000
111,261.006554,254.394612,6.611942,1.0000
112,260.933259,254.343921,6.589337,1.0000
113,260.873460,254.268052,6.605408,1.0000
114,260.643790,254.034267,6.609524,1.0000
115,260.431406,253.752325,6.679080,1.0000
116,261.308713,254.819383,6.489331,1.0000
117,262.080786,255.468005,6.612781,1.0000
118,260.615202,253.949149,6.666053,1.0000
119,260.339272,253.685970,6.653302,1.0000
120,260.542915,253.895397,6.647518,1.0000
121,260.617779,253.973741,6.644037,1.0000
122,260.536090,253.863545,6.672545,1.0000
123,260.345712,253.728932,6.616780,1.0000
124,260.275670,253.549608,6.726061,1.0000
125,260.234850,253.562066,6.672784,1.0000
126,260.028199,253.371919,6.656280,1.0000
127,259.894973,253.231297,6.663676,1.0000
128,260.018757,253.320861,6.697896,1.0000
129,259.786754,253.122088,6.664666,1.0000
130,259.977346,253.255673,6.721673,1.0000
131,259.680288,252.952866,6.727422,1.0000
132,259.141737,252.494840,6.646897,1.0000
133,259.472771,252.725652,6.747119,1.0000
134,259.537633,252.823328,6.714305,1.0000
135,259.194193,252.426881,6.767312,1.0000
136,258.995034,252.308237,6.686797,1.0000
137,259.366783,252.594723,6.772061,1.0000
138,259.642553,252.974577,6.667976,1.0000
139,259.450274,252.765651,6.684624,1.0000
140,259.582848,252.783734,6.799114,1.0000
141,259.210703,252.406757,6.803946,1.0000
142,259.602437,252.877545,6.724892,1.0000
143,258.977100,252.157937,6.819163,1.0000
144,258.802476,252.057762,6.744714,1.0000
145,258.596300,251.831423,6.764878,1.0000
146,259.257680,252.453770,6.803910,1.0000
147,259.186438,252.394685,6.791753,1.0000
148,259.037011,252.265670,6.771341,1.0000
149,258.782776,252.027325,6.755451,1.0000
150,258.335721,251.601618,6.734103,1.0000
151,258.419691,251.607192,6.812499,1.0000
152,258.194227,251.482855,6.711372,1.0000
153,258.401142,251.639008,6.762134,1.0000
154,258.707821,251.878668,6.829154,1.0000
155,258.683411,251.887827,6.795583,1.0000
156,258.372373,251.592598,6.779775,1.0000
157,258.324662,251.585063,6.739599,1.0000
158,258.035761,251.217381,6.818380,1.0000
159,258.214798,251.413637,6.801161,1.0000
160,257.847023,251.009559,6.837464,1.0000
161,258.312522,251.436588,6.875934,1.0000
162,257.870754,251.055399,6.815356,1.0000
163,257.873463,251.065670,6.807793,1.0000
164,257.740128,250.860322,6.879807,1.0000
165,257.662515,250.772934,6.889582,1.0000
166,257.702247,250.826889,6.875358,1.0000
167,257.891572,251.084606,6.806966,1.0000
168,257.738374,250.815527,6.922847,1.0000
169,257.469640,250.635699,6.833940,1.0000
170,257.496557,250.647845,6.848712,1.0000
171,257.301604,250.406344,6.895259,1.0000
172,257.300608,250.468248,6.832360,1.0000
173,257.858996,250.998653,6.860343,1.0000
174,257.667423,250.804655,6.862768,1.0000
175,257.397126,250.509233,6.887893,1.0000
176,257.403828,250.507624,6.896203,1.0000
177,257.568212,250.708178,6.860034,1.0000
178,257.468309,250.553520,6.914788,1.0000
179,257.174985,250.339644,6.835341,1.0000
180,257.675637,250.715028,6.960610,1.0000
181,257.118515,250.190840,6.927675,1.0000
182,257.032177,250.094390,6.937787,1.0000
183,257.051260,250.161808,6.889453,1.0000
184,256.890540,250.009342,6.881198,1.0000
185,256.526496,249.603402,6.923094,1.0000
186,256.571432,249.582467,6.988965,1.0000
187,256.898985,250.049511,6.849474,1.0000
188,257.104146,250.119069,6.985077,1.0000
189,256.895721,249.959287,6.936434,1.0000
190,256.807382,249.869904,6.937477,1.0000
191,256.504782,249.551227,6.953555,1.0000
192,256.704845,249.752892,6.951953,1.0000
193,256.441748,249.503692,6.938056,1.0000
194,256.565391,249.604663,6.960728,1.0000
195,256.847374,249.865018,6.982355,1.0000
196,256.424053,249.476459,6.947594,1.0000
197,256.014435,249.096987,6.917447,1.0000
198,256.260052,249.287147,6.972905,1.0000
199,255.881283,248.947088,6.934195,1.0000
200,256.164152,249.233000,6.931153,1.0000
201,256.102820,249.113634,6.989186,1.0000
202,256.263458,249.234221,7.029237,1.0000
203,256.156482,249.211022,6.945460,1.0000
204,256.059760,249.082639,6.977121,1.0000
205,255.915398,248.911054,7.004344,1.0000
206,256.245105,249.297349,6.947756,1.0000
207,255.813089,248.841371,6.971717,1.0000
208,256.012526,249.058003,6.954523,1.0000
209,255.726060,248.756721,6.969339,1.0000
210,255.872777,248.836100,7.036677,1.0000
211,255.525721,248.473188,7.052532,1.0000
212,255.661256,248.630259,7.030997,1.0000
213,255.556370,248.554241,7.002129,1.0000
214,255.494670,248.584212,6.910458,1.0000
215,255.836923,248.805241,7.031682,1.0000
216,255.614572,248.604804,7.009768,1.0000
217,255.735136,248.680816,7.054320,1.0000
218,255.797806,248.749744,7.048063,1.0000
219,256.155660,249.158182,6.997477,1.0000
220,255.831656,248.788966,7.042690,1.0000
221,255.201885,248.248580,6.953304,1.0000
222,254.930856,247.878607,7.052249,1.0000
223,255.599885,248.570035,7.029851,1.0000
224,255.407920,248.365412,7.042508,1.0000
225,255.538865,248.537041,7.001824,1.0000
226,255.781480,248.710822,7.070657,1.0000
227,255.382603,248.322050,7.060553,1.0000
228,255.061946,248.046905,7.015041,1.0000
229,255.118906,248.052159,7.066747,1.0000
230,255.115735,248.020562,7.095173,1.0000
231,255.069922,247.987395,7.082527,1.0000
232,255.463585,248.395833,7.067752,1.0000
233,255.014990,247.957821,7.057169,1.0000
234,255.022791,247.989092,7.033699,1.0000
235,254.697676,247.676767,7.020909,1.0000
236,254.528176,247.414885,7.113290,1.0000
237,254.772145,247.659083,7.113062,1.0000
238,254.542611,247.474663,7.067947,1.0000
239,254.439658,247.375717,7.063941,1.0000
240,254.573577,247.490390,7.083187,1.0000
241,254.942663,247.859987,7.082676,1.0000
242,254.513527,247.455485,7.058042,1.0000
243,254.751055,247.634859,7.116196,1.0000
244,254.755760,247.663659,7.092101,1.0000
245,254.651460,247.570556,7.080904,1.0000
246,254.555155,247.489737,7.065418,1.0000
247,254.125468,246.983867,7.141600,1.0000
248,254.198559,247.044904,7.153655,1.0000
249,254.799509,247.609378,7.190131,1.0000
250,254.737017,247.667652,7.069365,1.0000
251,254.689062,247.614176,7.074886,1.0000
252,254.694141,247.546188,7.147954,1.0000
253,254.288175,247.162668,7.125507,1.0000
254,254.233368,247.058644,7.174724,1.0000
255,254.499564,247.315713,7.183851,1.0000
256,254.151727,247.055706,7.096021,1.0000
257,254.183763,247.032180,7.151583,1.0000
258,254.295591,247.118564,7.177027,1.0000
259,254.131362,246.975267,7.156095,1.0000
260,254.170391,247.065922,7.104469,1.0000
261,253.972553,246.829220,7.143332,1.0000
262,254.358663,247.208405,7.150258,1.0000
263,253.964000,246.777952,7.186048,1.0000
264,253.604137,246.452676,7.151461,1.0000
265,253.761576,246.679432,7.082144,1.0000
266,253.770365,246.640948,7.129417,1.0000
267,254.014579,246.802570,7.212008,1.0000
268,253.467998,246.302267,7.165731,1.0000
269,253.528106,246.373432,7.154675,1.0000
270,253.962430,246.806876,7.155554,1.0000
271,253.576124,246.362348,7.213775,1.0000
272,253.468919,246.268326,7.200594,1.0000
273,253.435711,246.297667,7.138044,1.0000
274,253.891151,246.701669,7.189481,1.0000
275,253.664786,246.429519,7.235267,1.0000
276,253.811183,246.623596,7.187587,1.0000
277,254.382861,247.167944,7.214917,1.0000
278,253.581331,246.298564,7.282767,1.0000
279,253.852559,246.682619,7.169940,1.0000
280,253.980674,246.745830,7.234844,1.0000
281,253.370858,246.136491,7.234368,1.0000
282,253.254944,246.111626,7.143318,1.0000
283,253.186592,245.957080,7.229512,1.0000
284,253.011811,245.808211,7.203600,1.0000
285,253.229273,246.071584,7.157689,1.0000
286,253.214901,245.943170,7.271731,1.0000
287,253.236770,246.054862,7.181908,1.0000
288,253.722636,246.452760,7.269876,1.0000
289,253.379405,246.195043,7.184362,1.0000
290,252.899290,245.718927,7.180364,1.0000
291,252.843335,245.690692,7.152643,1.0000
292,253.679983,246.503466,7.176518,1.0000
293,253.419540,246.174540,7.245000,1.0000
294,253.528401,246.341563,7.186838,1.0000
295,253.037955,245.798198,7.239757,1.0000
296,252.975615,245.744134,7.231481,1.0000
297,252.499236,245.253776,7.245460,1.0000
298,252.877617,245.605354,7.272263,1.0000
299,252.789416,245.563632,7.225784,1.0000
300,252.597569,245.381180,7.216390,1.0000
301,252.191812,244.972338,7.219475,1.0000
302,252.524248,245.308996,7.215251,1.0000
303,252.835380,245.505293,7.330087,1.0000
304,252.988570,245.764181,7.224389,1.0000
305,253.023603,245.801882,7.221721,1.0000
306,252.639697,245.384337,7.255360,1.0000
307,252.617367,245.367107,7.250259,1.0000
308,252.544566,245.331496,7.213070,1.0000
309,252.475309,245.181907,7.293403,1.0000
310,252.281283,245.057694,7.223589,1.0000
311,252.825161,245.548872,7.276289,1.0000
312,252.277692,245.076032,7.201660,1.0000
313,252.319278,245.072383,7.246895,1.0000
314,251.876404,244.581747,7.294658,1.0000
315,252.005748,244.795992,7.209756,1.0000
316,252.045438,244.717746,7.327693,1.0000
317,252.136471,244.846822,7.289649,1.0000
318,252.247836,244.976712,7.271124,1.0000
319,252.185275,244.933710,7.251565,1.0000
320,252.546188,245.262405,7.283783,1.0000
321,252.392601,245.078794,7.313807,1.0000
322,252.027431,244.811341,7.216090,1.0000
323,252.437475,245.117434,7.320042,1.0000
324,252.694629,245.360320,7.334308,1.0000
325,252.610406,245.390496,7.219910,1.0000
326,252.107045,244.906464,7.200581,1.0000
327,251.942781,244.585970,7.356811,1.0000
328,252.012732,244.774379,7.238352,1.0000
329,252.178688,244.852714,7.325975,1.0000
330,251.944958,244.589263,7.355694,1.0000
331,251.887047,244.570055,7.316992,1.0000
332,251.741635,244.412520,7.329115,1.0000
333,251.664570,244.317256,7.347314,1.0000
334,251.562194,244.284049,7.278145,1.0000
335,251.820687,244.479421,7.341266,1.0000
336,252.108394,244.797296,7.311098,1.0000
337,251.579193,244.250745,7.328448,1.0000
338,251.899007,244.668241,7.230766,1.0000
339,251.850072,244.494182,7.355890,1.0000
340,252.021906,244.701566,7.320340,1.0000
341,251.548502,244.274998,7.273505,1.0000
342,251.714936,244.385399,7.329536,1.0000
343,251.592904,244.229822,7.363083,1.0000
344,251.603492,244.283821,7.319671,1.0000
345,251.501797,244.229509,7.272288,1.0000
346,251.604068,244.246615,7.357453,1.0000
347,251.305139,243.985465,7.319674,1.0000
348,251.099622,243.796638,7.302984,1.0000
349,251.411828,244.135502,7.276326,1.0000
350,251.420881,244.058594,7.362287,1.0000
351,251.894831,244.513661,7.381170,1.0000
352,251.315590,243.977492,7.338098,1.0000
353,251.126908,243.770856,7.356052,1.0000
354,251.095503,243.747534,7.347969,1.0000
355,251.256340,243.820841,7.435499,1.0000
356,250.970062,243.594428,7.375634,1.0000
357,250.780964,243.378186,7.402778,1.0000
358,251.234335,243.906080,7.328255,1.0000
359,251.207794,243.865313,7.342481,1.0000
360,250.974406,243.695548,7.278858,1.0000
361,251.229122,243.825855,7.403267,1.0000
362,251.243466,243.935432,7.308034,1.0000
363,251.736210,244.349733,7.386477,1.0000
364,251.400462,244.047828,7.352634,1.0000
365,251.511371,244.192785,7.318585,1.0000
366,252.029027,244.748644,7.280382,1.0000
367,251.550847,244.221085,7.329761,1.0000
368,251.687864,244.314078,7.373786,1.0000
369,251.441227,244.070935,7.370291,1.0000
370,250.921069,243.552639,7.368430,1.0000
371,250.543747,243.265342,7.278405,1.0000
372,250.758614,243.359038,7.399576,1.0000
373,250.795371,243.371258,7.424113,1.0000
374,250.851163,243.448986,7.402177,1.0000
375,250.438356,243.029112,7.409245,1.0000
376,250.277484,242.925666,7.351818,1.0000
377,250.663690,243.346233,7.317457,1.0000
378,250.898885,243.478086,7.420798,1.0000
379,250.783676,243.374557,7.409119,1.0000
380,250.919315,243.479541,7.439773,1.0000
381,250.632469,243.195121,7.437348,1.0000
382,250.442315,243.025281,7.417034,1.0000
383,250.500831,243.194282,7.306548,1.0000
384,250.774517,243.393115,7.381402,1.0000
385,250.160225,242.774034,7.386191,1.0000
386,250.470622,243.056535,7.414088,1.0000
387,250.369350,243.038404,7.330946,1.0000
388,250.232378,242.901730,7.330648,1.0000
389,250.347043,242.946732,7.400311,1.0000
390,250.626937,243.307314,7.319622,1.0000
391,250.514790,242.958672,7.556117,1.0000
392,249.984003,242.638845,7.345157,1.0000
393,250.141327,242.714609,7.426718,1.0000
394,250.540616,243.118862,7.421754,1.0000
395,250.409512,243.013217,7.396295,1.0000
396,250.618145,243.212977,7.405168,1.0000
397,250.670392,243.232587,7.437805,1.0000
398,250.701702,243.264126,7.437576,1.0000
399,250.314914,242.904624,7.410290,1.0000
400,250.670039,243.207854,7.462184,1.0000
401,250.824440,243.439784,7.384656,1.0000
402,250.407770,242.956908,7.450863,1.0000
403,250.334718,242.938175,7.396543,1.0000
404,249.835006,242.465761,7.369245,1.0000
405,249.695903,242.268091,7.427812,1.0000
406,250.198940,242.745779,7.453161,1.0000
407,250.280783,242.885645,7.395138,1.0000
408,250.128788,242.628970,7.499818,1.0000
409,250.177269,242.755648,7.421621,1.0000
410,250.267233,242.829784,7.437449,1.0000
411,250.424273,242.938734,7.485539,1.0000
412,250.373168,242.963316,7.409852,1.0000
413,250.108127,242.629318,7.478809,1.0000
414,249.961341,242.478224,7.483116,1.0000
415,249.798188,242.417456,7.380732,1.0000
416,250.068438,242.627209,7.441229,1.0000
417,249.628273,242.192659,7.435614,1.0000
418,249.618522,242.157908,7.460613,1.0000
419,250.011255,242.482790,7.528465,1.0000
420,249.996607,242.556102,7.440505,1.0000
421,249.640550,242.115230,7.525320,1.0000
422,249.843419,242.321941,7.521478,1.0000
423,249.958428,242.459995,7.498433,1.0000
424,249.933215,242.455801,7.477414,1.0000
425,249.842403,242.399241,7.443162,1.0000
426,249.607584,242.143632,7.463952,1.0000
427,249.583698,242.092356,7.491341,1.0000
428,249.799697,242.296732,7.502965,1.0000
429,249.584622,242.148045,7.436577,1.0000
430,249.520553,242.036678,7.483874,1.0000
431,249.822083,242.316226,7.505856,1.0000
432,249.931324,242.431800,7.499525,1.0000
433,249.831565,242.402854,7.428711,1.0000
434,249.605735,242.118314,7.487421,1.0000
435,249.489658,242.031276,7.458382,1.0000
436,249.830359,242.399147,7.431212,1.0000
437,249.469736,241.978072,7.491664,1.0000
438,249.345303,241.824622,7.520681,1.0000
439,249.450636,241.908328,7.542308,1.0000
440,249.352568,241.796067,7.556501,1.0000
441,249.028430,241.582734,7.445696,1.0000
442,249.354744,241.776886,7.577858,1.0000
443,249.611914,242.071588,7.540326,1.0000
444,249.715994,242.291932,7.424062,1.0000
445,249.162383,241.627211,7.535173,1.0000
446,249.091627,241.611844,7.479783,1.0000
447,249.364614,241.868804,7.495810,1.0000
448,249.846543,242.319105,7.527438,1.0000
449,249.574721,242.047770,7.526951,1.0000
450,249.970455,242.443470,7.526985,1.0000
451,249.724429,242.244096,7.480334,1.0000
452,249.786495,242.249869,7.536627,1.0000
453,249.444807,241.941555,7.503252,1.0000
454,249.477668,241.990494,7.487174,1.0000
455,249.262350,241.769254,7.493097,1.0000
456,249.030191,241.590317,7.439874,1.0000
457,249.194094,241.714520,7.479574,1.0000
458,249.005190,241.436387,7.568803,1.0000
459,249.268053,241.753972,7.514081,1.0000
460,249.247024,241.731661,7.515363,1.0000
461,249.178675,241.756635,7.422040,1.0000
462,249.599452,242.090146,7.509307,1.0000
463,249.338380,241.843788,7.494592,1.0000
464,248.814400,241.314241,7.500160,1.0000
465,249.058022,241.528432,7.529590,1.0000
466,249.529103,242.052286,7.476817,1.0000
467,249.137686,241.569030,7.568656,1.0000
468,248.757878,241.216649,7.541229,1.0000
469,248.679399,241.196802,7.482597,1.0000
470,249.134323,241.651294,7.483029,1.0000
471,248.907084,241.437249,7.469834,1.0000
472,249.164915,241.672064,7.492851,1.0000
473,249.065637,241.555916,7.509721,1.0000
474,248.648148,241.107444,7.540704,1.0000
475,248.665757,241.067062,7.598695,1.0000
476,249.032126,241.466302,7.565825,1.0000
477,249.151052,241.610722,7.540329,1.0000
478,248.910287,241.368833,7.541455,1.0000
479,248.930102,241.449743,7.480359,1.0000
480,248.806694,241.248703,7.557990,1.0000
481,248.840399,241.336667,7.503731,1.0000
482,248.498446,240.990492,7.507954,1.0000
483,249.158483,241.569920,7.588563,1.0000
484,248.812899,241.311663,7.501236,1.0000
485,248.892367,241.353687,7.538679,1.0000
486,249.120309,241.588992,7.531317,1.0000
487,248.607613,241.084035,7.523579,1.0000
488,248.623522,241.120355,7.503167,1.0000
489,248.801639,241.305232,7.496406,1.0000
490,248.595160,240.969981,7.625180,1.0000
491,248.562044,241.102464,7.459580,1.0000
492,248.994766,241.382808,7.611958,1.0000
493,249.009856,241.514457,7.495399,1.0000
494,249.086126,241.652010,7.434117,1.0000
495,248.640130,241.043589,7.596541,1.0000
496,248.480306,240.896264,7.584042,1.0000
497,248.601529,241.063868,7.537661,1.0000
498,248.284642,240.780777,7.503864,1.0000
499,248.512560,240.923815,7.588746,1.0000
500,248.470827,240.896626,7.574201,1.0000
501,248.523205,240.954004,7.569201,1.0000
502,248.605165,241.057835,7.547330,1.0000
503,248.857478,241.365742,7.491736,1.0000
504,248.774111,241.212568,7.561543,1.0000
505,248.781477,241.252105,7.529372,1.0000
506,248.192165,240.610106,7.582059,1.0000
507,248.209624,240.670597,7.539027,1.0000
508,248.061685,240.480132,7.581552,1.0000
509,248.192553,240.623421,7.569131,1.0000
510,248.326374,240.700427,7.625947,1.0000
511,248.456324,240.815376,7.640948,1.0000
512,248.363427,240.753377,7.610050,1.0000
513,248.372318,240.840924,7.531395,1.0000
514,248.386363,240.807200,7.579163,1.0000
515,248.779104,241.181706,7.597398,1.0000
516,248.973541,241.332027,7.641514,1.0000
517,248.213213,240.697952,7.515261,1.0000
518,247.992584,240.352247,7.640336,1.0000
519,248.285670,240.740837,7.544832,1.0000
520,248.735696,241.122242,7.613454,1.0000
521,248.432365,240.847027,7.585338,1.0000
522,248.512944,240.965059,7.547885,1.0000
523,248.195787,240.572104,7.623683,1.0000
524,247.770770,240.208027,7.562743,1.0000
525,247.753391,240.168598,7.584794,1.0000
526,247.792532,240.190006,7.602525,1.0000
527,248.223759,240.664182,7.559578,1.0000
528,247.895917,240.256316,7.639601,1.0000
529,247.714023,240.248850,7.465174,1.0000
530,247.628199,240.070849,7.557350,1.0000
531,247.824569,240.258865,7.565704,1.0000
532,248.158909,240.480554,7.678354,1.0000
533,248.189636,240.572232,7.617404,1.0000
534,248.406331,240.818851,7.587480,1.0000
535,248.150048,240.602296,7.547752,1.0000
536,248.186328,240.624706,7.561623,1.0000
537,248.094907,240.523353,7.571554,1.0000
538,247.997876,240.448110,7.549765,1.0000
539,248.049827,240.476860,7.572967,1.0000
540,248.453407,240.803764,7.649643,1.0000
541,248.239355,240.590463,7.648892,1.0000
542,248.419757,240.820936,7.598822,1.0000
543,248.039876,240.473201,7.566675,1.0000
544,247.722328,240.197309,7.525019,1.0000
545,248.061084,240.377400,7.683684,1.0000
546,248.046208,240.480056,7.566152,1.0000
547,247.981046,240.438702,7.542344,1.0000
548,248.423176,240.673933,7.749242,1.0000
549,248.169221,240.584162,7.585059,1.0000
550,248.099389,240.458461,7.640929,1.0000
551,247.852979,240.287474,7.565505,1.0000
552,247.998310,240.422403,7.575906,1.0000
553,247.921139,240.307854,7.613285,1.0000
554,248.334271,240.712237,7.622034,1.0000
555,248.349428,240.721908,7.627521,1.0000
556,247.941281,240.310898,7.630382,1.0000
557,247.835692,240.256709,7.578983,1.0000
558,247.777897,240.117061,7.660837,1.0000
559,248.180084,240.485980,7.694104,1.0000
560,247.805518,240.187064,7.618454,1.0000
561,247.433001,239.828340,7.604661,1.0000
562,247.477246,239.816017,7.661229,1.0000
563,247.328195,239.737925,7.590270,1.0000
564,247.445103,239.807588,7.637515,1.0000
565,247.325379,239.714925,7.610454,1.0000
566,247.262779,239.619402,7.643378,1.0000
567,248.247875,240.652888,7.594986,1.0000
568,247.371392,239.813198,7.558194,1.0000
569,247.158989,239.479187,7.679803,1.0000
570,247.102166,239.454999,7.647167,1.0000
571,247.216435,239.677734,7.538702,1.0000
572,247.571830,239.926166,7.645664,1.0000
573,247.446669,239.832544,7.614125,1.0000
574,247.278913,239.609196,7.669717,1.0000
575,247.181610,239.519862,7.661748,1.0000
576,247.038178,239.515410,7.522768,1.0000
577,247.215971,239.621381,7.594590,1.0000
578,247.245429,239.555250,7.690179,1.0000
579,247.347736,239.620633,7.727102,1.0000
580,247.426808,239.803339,7.623469,1.0000
581,247.415385,239.771351,7.644034,1.0000
582,247.154248,239.527809,7.626440,1.0000
583,247.107517,239.431330,7.676186,1.0000
584,247.484268,239.914438,7.569830,1.0000
585,247.503153,239.813143,7.690010,1.0000
586,247.178520,239.537162,7.641358,1.0000
587,247.346145,239.667402,7.678742,1.0000
588,247.557527,239.948564,7.608963,1.0000
589,247.586442,239.858917,7.727525,1.0000
590,247.909241,240.279781,7.629460,1.0000
591,247.576756,239.896061,7.680695,1.0000
592,247.221771,239.496525,7.725247,1.0000
593,247.247365,239.577705,7.669660,1.0000
594,247.059417,239.371943,7.687473,1.0000
595,247.523449,239.871776,7.651673,1.0000
596,247.389922,239.728699,7.661224,1.0000
597,247.230029,239.510586,7.719444,1.0000
598,247.117246,239.442688,7.674558,1.0000
599,246.864486,239.256270,7.608216,1.0000
600,247.065905,239.417494,7.648412,1.0000
601,246.998425,239.401377,7.597048,1.0000
602,247.274428,239.635446,7.638982,1.0000
603,247.324833,239.671706,7.653127,1.0000
604,246.881870,239.246318,7.635552,1.0000
605,246.967854,239.273273,7.694581,1.0000
606,247.009758,239.359417,7.650341,1.0000
607,247.225733,239.599268,7.626465,1.0000
608,247.050891,239.447605,7.603287,1.0000
609,246.854925,239.191296,7.663629,1.0000
610,247.008537,239.405589,7.602948,1.0000
611,247.362844,239.718173,7.644671,1.0000
612,247.105695,239.438848,7.666847,1.0000
613,246.964081,239.305355,7.658727,1.0000
614,246.643762,239.007823,7.635939,1.0000
615,246.905584,239.290322,7.615262,1.0000
616,246.944992,239.264258,7.680734,1.0000
617,247.086650,239.395325,7.691325,1.0000
618,247.121417,239.464540,7.656876,1.0000
619,247.086245,239.402633,7.683611,1.0000
620,247.054522,239.477917,7.576606,1.0000
621,247.095373,239.410807,7.684566,1.0000
622,247.170326,239.451884,7.718442,1.0000
623,246.944736,239.298426,7.646309,1.0000
624,247.052006,239.362405,7.689601,1.0000
625,247.028699,239.365275,7.663424,1.0000
626,247.044754,239.333369,7.711385,1.0000
627,246.803209,239.159769,7.643440,1.0000
628,246.888307,239.158438,7.729869,1.0000
629,246.912573,239.176214,7.736359,1.0000
630,247.123926,239.369479,7.754447,1.0000
631,247.041085,239.286055,7.755029,1.0000
632,246.745261,239.033093,7.712168,1.0000
633,246.655352,238.924532,7.730820,1.0000
634,246.627946,238.892273,7.735673,1.0000
